pref,name,touroku,year,addr,hp,lat,lon
静岡県,宇津ノ谷峠,第14回,H10.4,静岡市・藤枝市,"静岡側 ： https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka04_1.html
藤枝側 ： https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka04_2.html",34.92545,138.300822
静岡県,いっぷく処横川,第14回,H10.4,浜松市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka05.html,34.905492,137.872054
静岡県,フォーレなかかわね茶茗舘,第14回,H10.4,榛原郡川根本町,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka06.html,35.070447,138.107828
静岡県,天城越え,第14回,H10.4,伊豆市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka07.html,34.855828,138.921935
静岡県,奥大井音戯の郷,第14回,H10.4,榛原郡川根本町,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka08.html,35.108421,138.136842
静岡県,朝霧高原,第15回,H11.8,富士宮市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka09.html,35.413319,138.591292
静岡県,川根温泉,第15回,H11.8,島田市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka10.html,34.959886,138.089691
静岡県,富士川楽座,第15回,H11.8,富士市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka11.html,35.161828,138.618619
静岡県,玉露の里,第15回,H11.8,藤枝市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka12.html,34.950728,138.251558
静岡県,天竜相津　花桃の里,第16回,H12.8,浜松市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka13.html,34.911788,137.815006
静岡県,伊東マリンタウン,第18回,H14.8,伊東市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka14.html,34.984643,139.094386
静岡県,開国下田みなと,第19回,H15.8,下田市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka15.html,34.67482,138.950877
静岡県,掛川,第20回,H16.8,掛川市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka16.html,34.794201,138.076064
静岡県,ふじおやま,第20回,H16.8,駿東郡小山町,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka17.html,35.344451,138.950084
静岡県,潮見坂,第21回,H17.8,湖西市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka18.html,34.677282,137.499227
静岡県,伊豆のへそ,第21回,H17.8,伊豆の国市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka19.html,35.011785,138.941065
静岡県,下賀茂温泉　湯の花,第32回,H21.7,賀茂郡南伊豆町,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka20.html,34.64971,138.86658
静岡県,すばしり,第34回,H22.8,駿東郡小山町,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka21.html,35.362702,138.858767
静岡県,風のマルシェ　御前崎,第40回,H25.10,御前崎市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka22.html,34.640677,138.110751
静岡県,くるら戸田,第42回,H26.10,沼津市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka23.html,34.9713,138.7868
静岡県,伊豆ゲートウェイ函南,第46回,Ｈ28.10,田方郡函南町,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka24.html,35.075604,138.926014
静岡県,伊豆月ケ瀬,第51回,R1.6,伊豆市,https://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka25.html,,
静岡県,そらっと牧之原,第62回,R7.1,牧之原,,,
静岡県,ゆとりえせとや,第64回,R7.12,藤枝市,,,
愛知県,豊根グリーンポート宮嶋,第1回,H5.4,北設楽郡豊根村,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi01.html,35.179164,137.682677
愛知県,鳳来三河三石,第1回,H5.4,新城市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi02.html,34.902591,137.613393
愛知県,田原めっくんはうす,第1回,H5.4,田原市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi03.html,34.661362,137.272428
愛知県,伊良湖クリスタルポルト,第6回,H6.8,田原市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi04.html,34.583626,137.020198
愛知県,つぐ高原グリーンパーク,第6回,H6.8,北設楽郡設楽町,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi05.html,35.197553,137.609167
愛知県,どんぐりの里　いなぶ,第14回,H10.4,豊田市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi06.html,35.213905,137.503069
愛知県,アグリステーションなぐら,第15回,H11.8,北設楽郡設楽町,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi07.html,35.172967,137.534721
愛知県,デンパーク安城,第16回,H12.8,安城市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi08.html,34.930514,137.058186
愛知県,つくで手作り村,第17回,H13.8,新城市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi09.html,34.963197,137.420692
愛知県,ふれあいの里HASUパーク,第21回,H17.8,愛西市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi10.html,,
愛知県,あかばねロコステーション,第30回,H21.3,田原市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi11.html,34.607778,137.189381
愛知県,筆柿の里・幸田,第30回,H21.3,額田郡幸田町,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi12.html,34.848524,137.138304
愛知県,にしお岡ノ山,第32回,H21.7,西尾市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi13.html,34.876796,137.083111
愛知県,瀬戸しなの,第34回,H22.8,瀬戸市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi14.html,35.242348,137.115082
愛知県,藤川宿,第38回,H24.9,岡崎市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi15.html,34.914248,137.216854
愛知県,もっくる新城,第42回,H26.10,新城市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi16.html,34.91757,137.5337
愛知県,とよはし,第50回,H31.3,豊橋市,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi17.html,,
愛知県,したら,第53回,R2.7,北設楽郡設楽町,https://www.cbr.mlit.go.jp/michinoeki/aichi/aichi18.html,,
愛知県,マチテラス日進,第61回,R6.8,日進市,,,
三重県,飯高駅,第1回,H5.4,松阪市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie01.html,34.427567,136.331951
三重県,菰野,第1回,H5.4,三重郡菰野町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie02.html,35.013663,136.503055
三重県,紀宝町ウミガメ公園,第1回,H5.4,南牟婁郡紀宝町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie03.html,33.769819,136.028434
三重県,パーク七里御浜,第5回,H6.4,南牟婁郡御浜町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie04.html,33.803565,136.043105
三重県,海山,第11回,H8.8,北牟婁郡紀北町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie05.html,34.102363,136.214084
三重県,奥伊勢木つつ木館,第12回,H9.4,度会郡大紀町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie06.html,34.367591,136.418877
三重県,熊野きのくに,第13回,H9.10,熊野市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie07.html,33.959915,136.104254
三重県,茶倉駅,第14回,H10.4,松阪市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie08.html,34.460376,136.398213
三重県,奥伊勢おおだい,第15回,H11.8,多気郡大台町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie09.html,34.393871,136.408597
三重県,美杉,第15回,H11.8,津市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie10.html,34.511676,136.306807
三重県,関宿,第16回,H12.8,亀山市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie11.html,34.849508,136.3927
三重県,伊勢志摩,第16回,H12.8,志摩市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie12.html,34.359461,136.798913
三重県,紀伊長島マンボウ,第17回,H13.8,北牟婁郡紀北町,https://www.cbr.mlit.go.jp/michinoeki/mie/mie13.html,34.217244,136.346659
三重県,あやま,第18回,H14.8,伊賀市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie14.html,34.844567,136.170996
三重県,いが,第21回,H17.8,伊賀市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie15.html,34.837136,136.253402
三重県,津かわげ,第44回,Ｈ27.11,津市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie16.html,34.796707,136.517991
三重県,熊野・花の窟,第45回,Ｈ28.4,熊野市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie17.html,33.878939,136.092541
三重県,熊野・板屋九郎兵衛の里,第48回,Ｈ29.9,熊野市,https://www.cbr.mlit.go.jp/michinoeki/mie/mie18.html,33.876518,135.915236
滋賀県,あいの土山,第1回,H5.4,甲賀市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/ainotsuchiyama.html,34.92779,136.295675
滋賀県,くつき新本陣,第1回,H5.4,高島市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/kutsukishinhonjin.html,35.351089,135.915648
滋賀県,しんあさひ風車村,第1回,H5.4,高島市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/shinasahi.html,35.35045,136.067033
滋賀県,東近江市あいとうマーガレットステーション,第10回,H8.4,東近江市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/margueritestation.html,35.109719,136.258767
滋賀県,びわ湖大橋米プラザ,第11回,H8.8,大津市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/biwakoohishikomeplaza.html,35.124628,135.928183
滋賀県,近江母の郷,第11回,H8.8,米原市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/omihahanosato.html,35.343272,136.27773
滋賀県,こんぜの里りっとう,第11回,H8.8,栗東市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/konzenosatorittou.html,34.968382,136.03912
滋賀県,湖北みずどりステーション,第18回,H14.8,長浜市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/kohokumizudoristation.html,35.445013,136.190765
滋賀県,草津,第18回,H14.8,草津市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/kusatsu.html,35.070032,135.939251
滋賀県,竜王かがみの里,第19回,H15.8,蒲生郡竜王町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/ryuoukagaminosato.html,35.085777,136.079297
滋賀県,アグリの郷栗東,第19回,H15.8,栗東市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/agurinosatorittou.html,35.038734,136.001537
滋賀県,マキノ追坂峠,第20回,H16.8,高島市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/makinoossakatouge.html,35.481102,136.083039
滋賀県,藤樹の里あどがわ,第21回,H17.8,高島市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/adogawa.html,35.326199,136.030009
滋賀県,伊吹の里,第21回,H17.8,米原市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/ibukinosato.html,35.396841,136.370985
滋賀県,塩津海道あぢかまの里,第32回,H21.7,長浜市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/adikama.html,35.520593,136.162805
滋賀県,せせらぎの里こうら,第37回,H24.3,犬上郡甲良町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/seseraginosato.html,35.201844,136.275557
滋賀県,妹子の郷,第41回,H26.4,大津市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/imokonosato.html,35.159802,135.90155
滋賀県,奥永源寺 渓流の里,第42回,H26.10,東近江市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/okueigenji.html,35.105711,136.371792
滋賀県,アグリパーク竜王,第43回,H27.4,蒲生郡竜王町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/aguriparkryuou.html,35.043655,136.145266
滋賀県,浅井三姉妹の郷,第44回,Ｈ27.11,長浜市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/azaisansimai.html,35.430051,136.305429
京都府,舟屋の里伊根,第1回,H5.4,与謝郡伊根町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/funayanosatoine.html,35.674635,135.291088
京都府,シルクのまち　かや,第6回,H6.8,与謝郡与謝野町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/silknomachikaya.html,35.481558,135.093626
京都府,てんきてんき丹後,第10回,H8.4,京丹後市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/tenkitenkitango.html,35.739004,135.105239
京都府,和,第13回,H9.10,船井郡京丹波町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/nagomi.html,35.270249,135.397559
京都府,ガレリアかめおか,第14回,H10.4,亀岡市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/gareriakameoka.html,35.014544,135.566682
京都府,丹波マーケス,第14回,H10.4,船井郡京丹波町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/tanbamakesu.html,35.154813,135.428705
京都府,瑞穂の里・さらびき,第14回,H10.4,船井郡京丹波町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/mizuhonosatosarabiki.html,35.1673,135.361385
京都府,農匠の郷やくの,第18回,H14.8,福知山市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/yakuno.html,35.33837,134.929796
京都府,舞鶴港とれとれセンター,第18回,H14.8,舞鶴市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/toretorecenter.html,35.450349,135.314507
京都府,京都新光悦村,第18回,H14.8,南丹市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/shinkoetsu.html,35.123886,135.482213
京都府,丹後王国「食のみやこ」,第19回,H15.8,京丹後市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/tangooukoku.html,35.674655,135.068103
京都府,美山ふれあい広場,第21回,H17.8,南丹市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/miyamafureaihiroba.html,35.277121,135.588035
京都府,ウッディー京北,第33回,H22.3,京都市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/woodykeihoku.html,35.155835,135.633108
京都府,くみはまSANKAIKAN,第35回,H23.3,京丹後市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/kumihamasankaikan.html,35.630467,134.931947
京都府,スプリングスひよし,第36回,H23.8,南丹市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/springshiyoshi.html,35.152424,135.51781
京都府,京丹波　味夢の里,第41回,H26.4,船井郡京丹波町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/kyotambaajimnosato.html,35.149554,135.426755
京都府,海の京都　宮津,第44回,Ｈ27.11,宮津市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/uminokyoutomiyazu.html,35.538336,135.193979
京都府,お茶の京都　みなみやましろ村,第46回,Ｈ28.10,相楽郡南山城村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/ocyanokyotominamiyamashiromura.html,34.765472,136.024007
大阪府,ちはやあかさか,第1回,H5.4,南河内郡千早赤阪村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/chihayaakasaka.html,34.464276,135.625936
大阪府,近つ飛鳥の里太子,第11回,H8.8,南河内郡太子町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/chikatuasukanosatotaishi.html,34.516787,135.658405
大阪府,能勢（くりの郷）,第16回,H12.8,豊能郡能勢町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/nose.html,34.956657,135.400992
大阪府,かなん,第19回,H15.8,南河内郡河南町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/kanan.html,34.478438,135.617062
大阪府,しらとりの郷・羽曳野,第22回,H18.8,羽曳野市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/shiratori_habikino.html,34.533043,135.587747
大阪府,いずみ山愛の里,第27回,H20.5,和泉市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/izumiyamaai.html,34.423154,135.483
大阪府,とっとパーク小島,第30回,H21.3,泉南郡岬町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/tottopark.html,34.31511,135.099919
大阪府,愛彩ランド,第35回,H23.3,岸和田市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/aisai_land.html,34.422556,135.42543
大阪府,みさき,第46回,Ｈ28.10,泉南郡岬町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/misaki.html,34.325936,135.17379
大阪府,奥河内くろまろの郷,第47回,H29.4,河内長野市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/osaka/kuromaronosato.html,34.435966,135.551096
兵庫県,はが,第1回,H5.4,宍粟市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/haga.html,35.201623,134.522188
兵庫県,あさご,第1回,H5.4,朝来市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/asago.html,35.247009,134.803884
兵庫県,ちくさ,第1回,H5.4,宍粟市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/chikusa.html,35.107958,134.441875
兵庫県,神鍋高原,第1回,H5.4,豊岡市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/kannabe.html,35.499,134.675082
兵庫県,村岡ファームガーデン,第1回,H5.4,美方郡香美町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/muraokafarmgarden.html,35.461843,134.602902
兵庫県,やぶ,第4回,H6.3,養父市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/yabu.html,35.382421,134.815914
兵庫県,但馬楽座,第10回,H8.4,養父市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/tanbarakuza.html,35.379318,134.783912
兵庫県,みなみ波賀,第10回,H8.4,宍粟市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/minamihaga.html,35.148305,134.539822
兵庫県,しんぐう,第11回,H8.8,たつの市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/shinguu.html,34.922122,134.537084
兵庫県,杉原紙の里・多可,第11回,H8.8,多可郡多可町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/rutoyonniinanakami.html,35.18896,134.930123
兵庫県,あおがき,第12回,H9.4,丹波市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/aogaki.html,35.241267,135.009844
兵庫県,ハチ北,第13回,H9.10,美方郡香美町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/hachikita.html,35.411442,134.599809
兵庫県,あわじ,第13回,H9.10,淡路市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/awaji.html,34.601354,135.00942
兵庫県,みき,第14回,H10.4,三木市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/miki.html,34.787342,134.977205
兵庫県,うずしお,第14回,H10.4,南あわじ市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/uzushio.html,34.242027,134.65978
兵庫県,播磨いちのみや,第15回,H11.8,宍粟市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/harimaichinomiya.html,35.088518,134.588208
兵庫県,フレッシュあさご,第15回,H11.8,朝来市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/freshasago.html,35.21267,134.794552
兵庫県,宿場町ひらふく,第15回,H11.8,佐用郡佐用町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/syukubamatihirafuku.html,35.044789,134.369443
兵庫県,あゆの里　矢田川,第15回,H11.8,美方郡香美町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/ayunosatoyatagawa.html,35.556569,134.570677
兵庫県,とうじょう,第15回,H11.8,加東市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/toujyou.html,34.894079,135.075646
兵庫県,いながわ,第16回,H12.8,川辺郡猪名川町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/inagawa.html,34.919343,135.351759
兵庫県,東浦ターミナルパーク,第17回,H13.8,淡路市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/higashiuratatarminalpark.html,34.537447,134.992378
兵庫県,北はりまエコミュージアム,第17回,H13.8,西脇市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/kitaharimaecomum.html,35.007794,134.987129
兵庫県,あいおい白龍城,第17回,H13.8,相生市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/aioipeperonjyou.html,34.804286,134.461841
兵庫県,淡河,第18回,H14.8,神戸市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/ogo.html,34.813904,135.097418
兵庫県,丹波おばあちゃんの里,第21回,H17.8,丹波市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/tanbaobaachan.html,35.166391,135.116725
兵庫県,但馬のまほろば,第21回,H17.8,朝来市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/tajimanomahoroba.html,35.311303,134.870108
兵庫県,ようか但馬蔵,第22回,H18.8,養父市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/youkatajimanokura.html,35.393994,134.742487
兵庫県,みつ,第32回,H21.7,たつの市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/mitsu.html,34.779899,134.523245
兵庫県,あまるべ,第37回,H24.3,美方郡香美町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/amarube.html,35.649119,134.56012
兵庫県,福良,第39回,H25.3,南あわじ市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/fukura.html,34.25564,134.719256
兵庫県,山田錦発祥のまち・多可,第44回,Ｈ27.11,多可郡多可町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/Yamada-nishik-taka.html,35.059012,134.918762
兵庫県,神戸フルーツ・フラワーパーク大沢,第45回,Ｈ28.4,神戸市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/kobefruitflowerparkozo.html,34.850249,135.190522
兵庫県,山陰海岸ジオパーク浜坂の郷,第46回,Ｈ28.10,美方郡新温泉町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/saninkaiganjioparkhamasakanosato.html,35.610649,134.469807
兵庫県,銀の馬車道・神河,第47回,H29.4,神崎郡神河町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/hyogo/ginnobasyamichi.html,35.091049,134.77821
兵庫県,よかわ,第61回,R6.8,三木市,,,
奈良県,吉野路　大塔,第1回,H5.4,五條市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/yoshinojiootou.html,34.214249,135.732903
奈良県,吉野路　上北山,第1回,H5.4,吉野郡上北山村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/yoshinojikamikitayama.html,34.139756,136.000117
奈良県,杉の湯　川上,第1回,H5.4,吉野郡川上村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/suginoyukawakami.html,34.337041,135.954886
奈良県,吉野路　黒滝,第1回,H5.4,吉野郡黒滝村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/yoshinojikurotaki.html,34.305987,135.822886
奈良県,ふたかみパーク當麻,第7回,H7.1,葛城市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/futakamiparktaima.html,34.526508,135.693276
奈良県,宇陀路大宇陀,第12回,H9.4,宇陀市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/udajioouda.html,34.476073,135.932188
奈良県,十津川郷,第12回,H9.4,吉野郡十津川村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/totukawagou.html,33.988284,135.793168
奈良県,宇陀路室生,第13回,H9.10,宇陀市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/udajimurou.html,34.576544,136.034237
奈良県,針Ｔ・Ｒ・Ｓ,第14回,H10.4,奈良市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/hariteatimeresortstation.html,34.610429,135.963208
奈良県,大和路へぐり,第15回,H11.8,生駒郡平群町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/yamatojiheguri.html,34.623538,135.706248
奈良県,吉野路　大淀ｉセンター,第16回,H12.8,吉野郡大淀町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/yoshinojioyadoicenter.html,34.412209,135.796917
奈良県,伊勢本街道　御杖,第20回,H16.8,宇陀郡御杖村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/isehonkaidomitsue.html,34.515403,136.200081
奈良県,かつらぎ,第45回,Ｈ28.4,葛城市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/katsuragi.html,34.495401,135.704788
奈良県,レスティ唐古・鍵,第48回,Ｈ29.9,磯城郡田原本町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/karakokagi.html,34.571407,135.797418
奈良県,飛鳥,第49回,H30.4,高市郡明日香村,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/asuka.html,34.464724,135.798611
奈良県,なら歴史芸術文化村,第55回,R3.6,天理市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/nara/NaraPrefectureHistoricalandArtisticCultureComplex.html,,
奈良県,クロスウェイなかまち,第59回,R5.8,奈良県,,,
奈良県,きなりの郷下北山,第63回,R7.6,吉野郡下北山村,,,
和歌山県,しみず,第1回,H5.4,有田郡有田川町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/shimizu.html,34.088245,135.44327
和歌山県,San　Pin  中津,第1回,H5.4,日高郡日高川町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/sanpinnakatsu.html,33.950318,135.263337
和歌山県,ふるさとセンター大塔,第4回,H6.3,田辺市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/furusatocenterootou.html,33.742789,135.501854
和歌山県,龍神,第7回,H7.1,田辺市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/ryuujin.html,33.96546,135.564835
和歌山県,イノブータンランド・すさみ,第8回,H7.4,西牟婁郡すさみ町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/inobuutanlandsusami.html,33.519882,135.545723
和歌山県,志原海岸,第9回,H7.8,西牟婁郡白浜町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/shiharakaigan.html,33.570451,135.431421
和歌山県,熊野古道中辺路,第10回,H8.4,田辺市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/kumanokodonakahechi.html,33.81208,135.594971
和歌山県,しらまの里,第11回,H8.8,有田郡有田川町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/shiramanosato.html,34.015072,135.334465
和歌山県,みなべうめ振興館,第12回,H9.4,日高郡みなべ町,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/minabeumesihnkoukan.html,33.790697,135.327078
和歌山県,紀州備長炭記念公園,第12回,H9.4,田辺市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/kisyubinchoutankinenkouen.html,33.803251,135.427282
和歌山県,瀞峡街道熊野川,第14回,H10.4,新宮市,https://www.kkr.mlit.go.jp/road/michi_no_eki/contents/wakayama/dorokyokaidoukumanogawa.html,33.791406,135.897097
